HAA                ,HFE                ,KFE
-0.005173713900149 ,0.051087551830292  ,-0.07127531163788
-0.005190192721784 ,0.051293426273346  ,-0.07143207185364
-0.005217282567173 ,0.051510565994263  ,-0.07161017053223
-0.005230972077698 ,0.051732056854248  ,-0.07180066697693
-0.005238467827439 ,0.051956647155762  ,-0.07200248830414
-0.00526064587757  ,0.052187436340332  ,-0.07221754186249
-0.005261849146336 ,0.052417033432007  ,-0.07243319146729
-0.005276921670884 ,0.0526498491745    ,-0.07265825860596
-0.005287626292557 ,0.052881294010162  ,-0.07289250485992
-0.005315771792084 ,0.053116255519867  ,-0.07313962571716
-0.005331897176802 ,0.053345494983673  ,-0.07338996522522
-0.005341274198145 ,0.053568952796936  ,-0.07364304654694
-0.005347129888833 ,0.053786271331787  ,-0.0739035188446
-0.005364265292883 ,0.05399637770462   ,-0.07417471997833
-0.005378700327128 ,0.054198437450409  ,-0.07444651715851
-0.005384692456573 ,0.054388099430084  ,-0.07471664540863
-0.005389490164816 ,0.054566257713318  ,-0.07498903863525
-0.005411942023784 ,0.054736309764862  ,-0.07526298158264
-0.00541818048805  ,0.054888480422974  ,-0.07553120248413
-0.005434212274849 ,0.055029564617157  ,-0.0757973968277
-0.005431378725916 ,0.055150323627472  ,-0.07605023973083
-0.005423123482615 ,0.055253141639709  ,-0.07629426114655
-0.005422768648714 ,0.055335932491302  ,-0.07653530233002
-0.005435907747597 ,0.055405908344269  ,-0.0767647802124
-0.005421531386673 ,0.055454247711182  ,-0.0769689857254
-0.005405146628618 ,0.055482738731384  ,-0.07715697877502
-0.005403178278357 ,0.055492037055969  ,-0.07732899777985
-0.005367747507989 ,0.055476063011169  ,-0.07746954553223
-0.005356200970709 ,0.055451803920746  ,-0.07759972207642
-0.005339606665075 ,0.055410855529785  ,-0.07770438783264
-0.005321402102709 ,0.055353694675446  ,-0.07778211228943
-0.005306765902787 ,0.055214219806671  ,-0.07770343415833
-0.005313851404935 ,0.054973774669647  ,-0.0774435579071
-0.005229483824223 ,0.053908282039642  ,-0.07545192830658
