t,x,y,z,quat1,quat2,quat3,quat4,left_hip_yaw,left_hip_abad,left_hip_pitch,left_knee,left_ankle,right_hip_yaw,right_hip_abad,right_hip_pitch,right_knee,right_ankle,left_shoulder_pitch,left_shoulder_abad,left_shoulder_yaw,left_elbow,right_shoulder_pitch,right_shoulder_abad,right_shoulder_yaw,right_elbow,x_v,y_v,z_v,quat1_v,quat2_v,quat3_v,quat4_v,left_hip_yaw_v,left_hip_abad_v,left_hip_pitch_v,left_knee_v,left_ankle_v,right_hip_yaw_v,right_hip_abad_v,right_hip_pitch_v,right_knee_v,right_ankle_v,left_shoulder_pitch_v,left_shoulder_abad_v,left_shoulder_yaw_v,left_elbow_v,right_shoulder_pitch_v,right_shoulder_abad_v,right_shoulder_yaw_v,right_elbow_v
0.016666,-0.0,0.870363,0.02453,-0.026977,0.021806,-0.091386,0.995211,-0.24036851480631535,0.17260106743264172,6.026170457701793,0.562434,0.08802302508402013,-0.07000262604266361,0.042042299735410946,6.20359605247218,0.358543,0.03635581784912168,0.12770883353220164,0.4593432336008296,0.042549888416988556,-0.631957,5.2651132748801945,0.4442689048546327,-0.03017224273872169,-1.484401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0002400096003825,0.0,0.0,0.0,0.0
0.033332,-0.0,0.870363,0.02453,-0.026977,0.021806,-0.091386,0.995211,-0.24036851480631535,0.17260106743264172,6.026170457701793,0.562434,0.08802302508402013,-0.07000262604266361,0.042042299735410946,6.20359605247218,0.358543,0.03635581784912168,0.12770883353220164,0.4593432336008296,0.042549888416988556,-0.731957,5.2651132748801945,0.4442689048546327,-0.03017224273872169,-1.484401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0002400096003825,0.0,0.0,0.0,0.0
0.049998,-0.0,0.870363,0.02453,-0.026977,0.021806,-0.091386,0.995211,-0.24036851480631535,0.17260106743264172,6.026170457701793,0.562434,0.08802302508402013,-0.07000262604266361,0.042042299735410946,6.20359605247218,0.358543,0.03635581784912168,0.12770883353220164,0.4593432336008296,0.042549888416988556,-0.831957,5.2651132748801945,0.4442689048546327,-0.03017224273872169,-1.484401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.00024000960039,0.0,0.0,0.0,0.0
0.066664,-0.0,0.870363,0.02453,-0.026977,0.021806,-0.091386,0.995211,-0.24036851480631535,0.17260106743264172,6.026170457701793,0.562434,0.08802302508402013,-0.07000262604266361,0.042042299735410946,6.20359605247218,0.358543,0.03635581784912168,0.12770883353220164,0.4593432336008296,0.042549888416988556,-0.931957,5.2651132748801945,0.4442689048546327,-0.03017224273872169,-1.484401,3.000120004800192,-1.2000480019200779,-0.36001440057602296,-0.300012000480019,0.42001680067202685,1.200048001920076,0.04200168006720472,-1.8792461418408364,4.796915129278522,-9.002246156013614,3.6001440057602334,-2.32756440781041,0.8104718151943248,0.16326829351704264,-7.620479535027125,7.200288011520461,1.3786443669547104,-1.006676090570261,0.11884086818760796,0.7519098613257276,-7.800312012480499,-2.8251705765776687,-2.3054526146043735,4.714677018327443,-0.36001440057602335
0.08333,0.05,0.850363,0.01853,-0.031977,0.028806,-0.071386,0.995911,-0.27168803100623473,0.2525464549771976,5.8761390232656705,0.622434,0.049231836663451836,-0.05649530277063499,0.04476332911516598,6.0765931405414175,0.478543,0.059332304868788883,0.11093156980675767,0.4613238355100443,0.05508121816584313,-1.061957,5.218028982050951,0.40584623157963623,0.048402564448723484,-1.490401,1.5306434825200514,-0.45919304475601586,-0.18367721790240624,-0.15306434825200527,0.24490295720320823,0.6122573930080207,0.009183860895119297,-1.4629982275191573,2.3695388239153816,-4.658674520745258,2.7551582685360914,-1.7832315132056293,0.4259503237574437,0.20575221515470282,-4.054322694292782,3.979673054552132,0.358742730178405,-0.5530452837153096,0.027977433209168092,0.39592354959718534,-3.9796730545521304,-1.6964839361053148,-1.1186628815262443,2.4873987953311634,-0.12245147860160423
0.115996,0.1,0.835363,0.01253,-0.036977,0.036806,-0.051386,0.996211,-0.3194783311063755,0.32994981019921743,5.723958761371006,0.712434,-0.009019203946923248,-0.042581209494774334,0.0514844309754095,5.9441546354096495,0.608543,0.07105099489279666,0.09286579256891336,0.462237746343255,0.06801445683698479,-1.191957,5.162611637794135,0.36930398989169994,0.12965593349701127,-1.494401,2.400096003840154,-1.0800432017280701,-0.39181567262690503,-0.22926917076683054,-4.707668306732269,3.1655466218648742,0.04800192007680445,-2.3192188458735603,3.9675333220220668,-9.618199803993825,4.411856474258973,-2.3023641630095453,-0.8636442636235377,5.368603519612159,-11.25895261258624,6.28153126125045,1.1322511152705605,4.490971176865963,0.5325652386560219,-0.20036185846460575,-3.926917076683074,-3.161706746268894,-1.8583786033775789,4.753798192473989,-0.8985359414376551
0.132662,0.14,0.817363,0.006,-0.040798,-0.041652,0.001371,0.997011,-0.3581304323917043,0.3960727205440372,5.563661843437645,0.785962,-0.04739040508764033,-0.056974704792324214,0.14095757723326574,5.756512931168287,0.713231,0.08992109197989583,0.1677123182025615,0.47111347861069625,0.06467522610381367,-1.257403,5.1099186331608175,0.3383322520878092,0.20888273417278277,-1.509376,2.4000960038401504,-1.0200408016320586,-0.36001440057602274,-0.3000120004800188,-0.600024000960038,0.06000240009600378,0.03600144005760497,-4.121612077581553,4.060552995477947,-8.351518958133601,4.200168006720262,-3.6403244349229835,-2.596754836957571,6.888847537366445,-10.388127381467147,6.000240009600384,0.927053477591718,4.444107401685116,0.49674157280276354,-0.3560019955453651,-3.000120004800192,-2.4753872299396216,-1.6694087530500379,4.348366539604288,-0.6000240009600384
0.14932800000000002,0.18,0.800363,0.0,-0.045798,-0.051652,0.002371,0.997611,-0.4268212192766785,0.4637458967666727,5.42447542848139,0.855962,-0.10806005212006682,-0.10025222090505913,0.255767110291015,5.583384400228756,0.813231,0.10537136523743941,0.2417778121590457,0.4793921736630271,0.05874209684605461,-1.307403,5.068663829586644,0.31050988580947725,0.2813526109218279,-1.519376,-0.5150606024240953,-2.5306612264490553,0.158526341053642,-0.4290171606864273,0.1638665546621866,0.442577703108124,-0.015600624024963265,-1.0997825747610648,-6.453904378805996,-4.101007665217176,13.866194647785901,-0.6698409856960046,0.37302988045267693,-1.0707351869796926,-4.236254317165995,13.579023160926424,4.334333368436731,-5.468834589752722,0.8847508885167188,2.2741006617857993,1.7547101884075378,-2.879810069265987,-0.8263739954527708,2.693698438175817,0.6096243849754086
0.16599400000000003,0.171416,0.758187,0.002642,-0.052948,-0.048921,0.009747,0.997351,-0.4451501956676464,0.3561851263894919,5.356128034732881,1.087056,-0.11922362198767644,-0.09403530491743481,0.23792223766481144,5.512782985778867,1.039539,0.17760736515580602,0.15063421488622675,0.49413743197104676,0.09664225847537677,-1.278159,5.020668914972257,0.29673753680126136,0.3262457890924661,-1.509216,-0.4323172926917083,-2.2609504380175234,0.29137165486619443,-1.0847833913356528,-1.1518060722428887,1.0121204848193919,-0.15366614664586783,-2.7280506334366423,-7.254000327775112,-8.539386800359374,13.620604824192956,-0.603841100948048,1.8267232005404674,-0.39091241459722914,-5.966310507064081,11.214568582743293,4.079608634349359,-8.871150292145622,0.9761046165134589,3.37098787941887,3.235509420376809,-4.484105397294619,-1.5737045928877,1.9038390940004024,1.0661826473058869
0.18266000000000004,0.164211,0.720506,0.007498,-0.071027,-0.068117,0.026615,0.99479,-0.4906158875245015,0.23528995692679178,5.213810614318091,1.314057,-0.12928723777607662,-0.06359113605722735,0.231407291363134,5.413348454868137,1.226441,0.2455981226558725,0.0027876241173276917,0.5104051915098601,0.1528231424737717,-1.224236,4.945936814420945,0.27051017605619493,0.35797517143307683,-1.491447,-0.3547941917676705,-1.434237369494779,0.17148685947437886,0.026041041641665874,-0.7943117724708981,0.8287531501260043,-0.0858034321372813,-0.27991759273628125,-3.8239671154206274,-5.164788457895265,9.133205328213124,-0.6423868847452614,-0.88857255755473,-0.6310900289226477,-6.035953399862438,10.306432257290282,2.3624534528824146,-10.745789326791986,0.4100314312751424,4.2403560946773515,4.901656066242657,-4.286433207784651,-2.08874542493124,1.964908863839669,1.900516020640823
0.19932600000000006,0.158298,0.696603,0.010356,-0.070593,-0.081355,0.040427,0.99336,-0.4952809941250444,0.17155972098119154,5.1277342498788085,1.466271,-0.13999325759724116,-0.0784000863014345,0.22088954494110916,5.3127532555060295,1.398208,0.28497077190161085,-0.17630170080298768,0.5172387753434916,0.2234929171476645,-1.142545,4.8744991185800055,0.23569914480429086,0.3907223425578288,-1.459773,-0.3729149165966634,-1.9195367814712567,0.15186607464298552,0.21546861874474943,-0.8555742229689185,0.9275771030841226,-0.10638425537021619,0.4357768571778814,-2.2057516871085086,-3.575024844446561,6.130985239409559,0.16091218128522852,-1.4225917740792502,-0.39189903891685723,-5.365102660952276,8.965678627145088,1.917544093456048,-10.347235867227278,-0.47023417783107047,4.428777760693531,5.8594143765750575,-4.734842562666163,-2.9671051710092082,2.853310108639089,3.6443657746309848
0.21599200000000007,0.152083,0.664612,0.012887,-0.067002,-0.095614,0.055886,0.991587,-0.4880183370233178,0.1347986633638411,5.068152885821262,1.56845,-0.13731149518394153,-0.1021090008082393,0.2143581555585208,5.223338454558599,1.54763,0.3169285617631494,-0.34874873376619764,0.509401852535759,0.29730292730738295,-1.044892,4.795588232430611,0.18624937002425135,0.4382756088284079,-1.399036,-0.4000960038401537,-1.825453018120722,0.14040561622464887,0.09210368414736633,-1.1728069122764897,0.804932197287891,-0.1695067802712087,0.026739098453487244,-1.5596428225042571,-3.4983981054705446,4.718108724348972,0.7539873655076975,-1.5809448340874606,0.646662363191606,-4.785126219630264,7.049561982479295,1.0475887722987982,-9.562079581586357,-1.1934494284635928,4.155013443586108,6.469038761550452,-0.9921891596383817,2.0929138488242263,6.080074417627173,4.720748829953192
0.2326580000000001,0.145415,0.634189,0.015227,-0.065467,-0.11516,0.069301,0.988762,-0.487572703208492,0.10880565608398514,5.00984858299549,1.647082,-0.12474554175039024,-0.12845702741314094,0.22513543050347212,5.143589540982241,1.665118,0.33438767624228116,-0.508110352072916,0.4895118243609847,0.36655038135818907,-0.937079,4.779052407896078,0.22112987222875594,0.5396061290725824,-1.32036,-0.3759750390015594,-1.163266530661228,0.16314652586103437,0.030301212048481407,-1.3786751470058798,0.6743069722788905,-0.22614904596183963,-0.19653018514979215,-1.7209385678298992,-3.5523761580146136,4.129005160206414,1.2810721480832035,-1.2372709253411591,0.5789987257784084,-4.233689741168425,5.613584543381729,0.31850577003215763,-8.394680712377406,-1.228971440700505,5.115556766679668,6.826233049321969,0.5910786890046137,2.8818934317777303,5.975424246398714,4.222728909156363
0.2493240000000001,0.139149,0.614802,0.017946,-0.064962,-0.138137,0.080539,0.984993,-0.49084807527419844,0.08012449391253201,4.950644681946018,1.715896,-0.10339519333043555,-0.14907738465487672,0.23478502326729508,5.073030867755928,1.758674,0.3396958934056371,-0.648016100825398,0.4690297863302701,0.4518062504316725,-0.823313,4.788903325327029,0.2691595081627636,0.6391925495630635,-1.249984,-0.39439577583103264,-1.6424456978279105,0.17478699147965898,-0.037921516860674014,-1.28615144605784,0.6327253090123599,-0.25255010200408107,-0.28993847114802435,-1.8695564153869402,-3.115983904213749,3.4765390615624523,1.001238801649778,-0.3182874569643278,0.3644295688110667,-3.2692098113830252,4.666026641065636,1.0063383705309386,-8.532023243693613,-1.0992111001219633,5.798448694381063,6.546201848073914,0.18476574215401606,4.302101782060942,6.057956401185288,4.850714028561143
0.2659900000000001,0.132576,0.587429,0.020859,-0.065594,-0.159572,0.091084,0.980784,-0.4956801898343514,0.04896646669369324,4.898713694198392,1.773836,-0.08670854746214034,-0.1543819634126442,0.24085860646110033,5.018546217039418,1.836438,0.35646752868890574,-0.7902108002047958,0.45071033413563744,0.5484431963722274,-0.714214,4.791982631185768,0.34085833646259134,0.7401544509452176,-1.169142,-0.521360854434177,-1.8354134165366585,0.1381855274210967,1.7566302652106067,-2.139985599423975,1.551842073682946,-0.4621384855394204,2.420939678205284,1.0180330278041871,-4.0768675768568094,3.962798511940474,1.616673999550248,-3.903850656615068,-2.717148579806247,-5.756833128265472,6.677487099483969,1.0792665113109097,-6.28378730183265,-1.8652406874673786,4.244144924907213,3.9791791671666874,8.700493676437574,8.563569357875306,6.219407020949849,4.121984879395173
